,review,sentiments,word_count,clean_review,polarity
1424,"A mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that Keira Knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).  ",1,47,matur subtl script occasion bring dramat focu underli well serv perfect perform apart odd though perhap direct time charact often mention,0.3111111111111111
1425,"But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.  ",1,34,exquisit visual composit moment eleg use close camera angl light includ faux home movi footag wonder joy,0.4000000000000001
1426,"It's as continuously beautiful to look at as a Bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master's work.  ",1,28,beauti look relationship convinc narr engag master work,0.0
1427,The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.  ,0,17,basic premis wast sinc focu documentari,0.0
1428,"Regardless, the film fails on most levels.  ",0,7,film fail level,-0.5
1429,Avoid at all costs.  ,0,4,avoid cost,0.0
1430,"I saw this film over Christmas, and what a great film it was!  ",1,13,saw film christma great film,0.8
1431,I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!  ,1,15,thought errol flynn brilliant sinc becom favourit actor,0.9
1432,His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!  ,1,13,act de brilliant end fantast,0.9
1433,"I had always known that Errol Flynn was a brilliant actor as he was my dads favourite actor, and I grew up watching his films as a child.  ",1,28,alway known errol flynn brilliant actor favourit actor watch film child,0.9
1434,But it wasn't until I watched this film that I realised how great he actually was.  ,1,16,watch film great actual,0.4
1435,I'll give this film 10 out of 10!  ,1,8,give film,0.0
1436,"I know that Jim O'Connor was very energetic and that nobody could be as much as him, but George was well dull.  ",0,22,know nobodi could much well dull,-0.04583333333333334
1437,"He really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.  ",0,19,realli seem want voic get involv guest,0.0
1438,"Lovely little thriller from Hitchcock, with lots of nice shenanigans surrounding a murdered spy, a kidnapped child, a nasty church, a foreign plot and some random taxidermists.  ",1,27,love littl thriller hitchcock lot nice surround murder child nasti church plot,0.55
1439,"Jimmy Stewart is as ever a great hero for Hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of Hitchcock's black and white, low-budget original.  ",1,35,jimmi ever great hitchcock stori along cool function lack hitchcock black white low budget origin,0.19666666666666666
1440,Nevertheless yet another wonderful film from the great master's stable.  ,1,10,yet anoth wonder film great master,0.8
1441,I have to say that this film was excellently produced and tops the ratings as a typical sci fi film!  ,1,20,say film excel produc top rate typic sci fi film,0.5
1442,Excellently produced by one of Sci-fi's best producers Scot Vandiver !  ,1,11,excel produc one sci fi best,1.0
1443,"But it is entertaining, nonetheless.  ",1,5,entertain,0.0
1444,It's a campy sort of film that's a joy to watch.  ,1,11,sort film joy watch,0.8
1445,There's barely a boring moment in the film and there are plenty of humorous parts.  ,1,15,bare bore moment film plenti humor part,0.05
1446,The cast is always entertaining as usual.  ,1,7,cast alway entertain usual,-0.25
1447,"Overall, a delight!  ",1,3,overal delight,0.0
1448,"This movie is so mind-bendingly awful, it couldn't have even been created.  ",0,12,movi mind aw even creat,0.0
1449,The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.  ,0,34,film lack real tension use throughout bit say least say,-0.04999999999999999
1450,The least said about the acting the better.  ,0,8,least said act better,0.1
1451,This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.  ,1,20,movi excel job reveal incred south africa,0.0
1452,I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.  ,1,31,believ everi one see movi think peopl outsid south africa understand past process,-0.25
1453,Nothing short of magnificent photography/cinematography in this film.  ,1,8,noth short photographi cinematographi film,0.0
1454,"The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.  ",1,21,act fantast stori seamlessli togeth dog must rent see,0.0
1455,Don't be afraid of subtitles........ its worth a little aversion therapy 10/10  ,1,12,afraid worth littl,-0.15
1456,Excellent performance.  ,1,2,excel perform,0.0
1457,There still are good actors around!  ,1,6,still good actor around,0.7
1458,Also great directing and photography.  ,1,5,also great direct photographi,0.45
1459,"Very true to Shakespear, and a 'must' for all Shakespear fans.  ",1,11,true shakespear must shakespear fan,0.35
1460,"Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.  ",1,33,macbeth conneri final brief gave moral decay dark forc human face make interest,-0.03
1461,"Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.  ",1,33,ladi macbeth time sometim look like girl tast blood evil,-1.0
1462,"If you love death and decay, and Shakespears lyrics... this is the one.  ",1,13,love death decay one,0.5
1463,"This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA's finest and thoroughly deserving of its Academy Award.  ",1,24,witti delight adapt book thoroughli deserv,0.0
1464,"Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.  ",1,29,special mention made superb music score sound effect element make memor enjoy cartoon,0.5392857142857143
1465,"However Paul Schrader has indeed made a film ""about"" Mishima that is both superb & complex.  ",1,16,howev paul schrader inde made film mishima superb complex,0.35
1466,Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola's Dracula for which she received a well deserved Oscar.  ,1,39,also notabl john fine crisp beauti color cinematographi great product design costum went memor costum coppola receiv well deserv oscar,0.48888888888888893
1467,"Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.  ",0,20,even allow poor product valu time kind mini seri,0.09999999999999998
1468,"Unless you're just out to visually ""collect"" all extant films of Austen's work, you can skip this one.  ",0,18,unless visual film work skip one,0.0
1469,"If you do watch it, however, there are small consolations: The actresses playing Anne's sisters each do a wonderful job with their roles.  ",1,23,watch howev small actress play ann sister wonder job role,-0.25
1470,It is not good.  ,0,4,good,0.7
1471,"Speaking of the music, it is unbearably predictably and kitchy.  ",0,10,music predict,0.0
1472,Then the film just dropped the ball.  ,0,7,film drop ball,0.0
1473,This is a stunning movie.  ,1,5,stun movi,0.0
1474,Raw and sublimely moving.  ,1,4,move,0.0
1475,"It felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone's terror of a white lie escalating to monstrous consequences.  ",1,37,felt like grip intellig stage play without overli feel one actual get watch peopl stage play everyon white,0.0
1476,All of the main players are mesmerising.  ,1,7,main player,0.16666666666666666
1477,Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.  ,1,30,tom wilkinson broke heart end everyon el judg amount hand go among,0.0
1478,Julian Fellowes has triumphed again.  ,1,5,,0.0
1479,He's a national treasure.  ,1,4,,0.0
1480,GO AND SEE IT!  ,1,4,go see,0.0
1481,This is an excellent film.  ,1,5,excel film,0.0
1482,The aerial scenes were well-done.  ,1,5,aerial scene well done,0.0
1483,It was also the right balance of war and love.  ,1,10,also right balanc war love,0.39285714285714285
1484,"The film gives meaning to the phrase, ""Never in the history of human conflict has so much been owed by so many to so few.  ",1,25,film give mean never histori human conflict much mani,-0.0375
1485,Kris Kristoffersen is good in this movie and really makes a difference.  ,1,12,good movi realli make differ,0.7
1486,A good film by a great director!  ,1,7,good film great director,0.75
1487,This is definitely one of the better documentaries I have seen looking at family relationships and marriage.  ,1,17,definit one better documentari seen look famili relationship,0.5
1488,"There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.  ",0,38,mani continu one user differ joe glass one got fact joe hair seem chang scene scene,0.0
1489,This is just a great movie.  ,1,6,great movi,0.8
1490,10 out of 10 stars.  ,1,5,star,0.0
1491,I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.  ,0,20,see movi anyon come fear,0.0
1492,It's so bad it's actually worth seeing just for that reason.  ,0,11,bad actual worth see reason,-0.13333333333333328
1493,Punishment Park is a brilliant piece of cinema.  ,1,8,brilliant piec cinema,0.9
1494,"Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.  ",1,19,shot use faux documentari style watkin creat film like,0.0
1495,This is one of Peter Watkins most accessible films.  ,1,9,one peter watkin film,0.0
1496,I advise you to look out for it.  ,1,8,advis look,0.0
1497,You wont regret it!  ,1,4,wont regret,0.0
1498,Highly recommended A+  ,1,3,highli recommend,0.0
1499,Well... Just if you keep thinking how bad it is.  ,0,10,well keep think bad,-0.6999999999999998
1500,"It's a mediocre, miserable, hollow, laughable and predictable piece of garbage.  ",0,11,mediocr hollow laughabl predict piec garbag,-0.1
1501,It's a case of 'so bad it is laughable'.  ,0,9,case bad laughabl,-0.6999999999999998
1502,") very bad performance plays Angela Bennett, a computer expert who is at home all the time.  ",0,17,bad perform play comput expert home time,-0.6999999999999998
1503,"It is a film about nothing, just a pretext to show ridiculous action scenes.  ",0,14,film noth show ridicul action scene,0.1
1504,How awful she is!  ,0,4,aw,0.0
1505,"But she is still a bad actress, repeating her robotic face moves in each of her pictures.  ",0,17,still bad actress face pictur,-0.6999999999999998
1506,"The results, well, are a shame.  ",0,6,result well shame,0.0
1507,DELETE this film from your mind!  ,0,6,film mind,0.0
1508,One of the worst shows of all time.  ,0,8,one worst show time,-1.0
1509,The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.  ,0,22,show would begin smart as ed comment would total wall,0.10714285714285714
1510,"The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???  ",0,16,fat comput unbeliev bad as girl actor,-0.6999999999999998
1511,Never heard of any of them except Cole who was totally unbelievable in the part.  ,0,15,never heard except cole total unbeliev part,0.0
1512,"Every time he opened his mouth you expect to hear, ""you see kids..."" Pulling the plug was a mercy killing for this horrible show.  ",0,24,everi time open mouth expect hear see kid plug merci kill horribl show,0.0
1513,The stories were as unbelievable as the actors.  ,0,8,stori unbeliev actor,0.0
1514,Lame would be the best way to describe it.  ,0,9,lame would best way describ,0.25
1515,"Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.  ",1,22,stanwyck morgan perfectli cast mani way modern christma,0.2
1516,The success of the film depends on the casting of Sydney Greenstreet as the Alexander Yardley character.  ,1,17,film cast alexand charact,0.0
1517,The attractive set used throughout most of the film is an eye-pleasing gem.  ,1,13,attract set use throughout film eye gem,0.0
1518,"Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.  ",0,19,im big fan game movi disgrac self,-0.2
1519,"The lines, the cuts, the audio, everything is wrong.  ",0,9,line cut audio everyth wrong,-0.5
1520,You can find better movies at youtube.  ,0,7,find better movi,0.5
1521,"Top line: Don't waste your time and money on this one, its as bad as it comes.  ",0,17,top line wast time money one bad come,-0.09999999999999992
1522,"A Lassie movie which should have been ""put to sleep"".... FOREVER.  ",0,11,movi put sleep forev,0.0
1523,That's how I'd describe this painfully dreary time-waster of a film.  ,0,11,describ time film,0.0
1524,"So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.  ",0,23,mediocr everi aspect dull uninterest mess one movi seen,-0.23333333333333334
1525,"It isn't even an achievement as a ""so-bad-it's-good"" or ""so-bad-it's-memorable"" movie.  ",0,11,even achiev bad good bad memor movi,-0.23333333333333325
1526,"It's an empty, hollow shell of a movie.  ",0,8,empti hollow movi,-0.1
1527,"Seriously, it's not worth wasting your, or your kid's time on.  ",0,11,serious worth wast kid time,-0.016666666666666663
1528,"Avoid, avoid, avoid!  ",0,3,avoid avoid avoid,0.0
1529,It will drive you barking mad!  ,0,6,drive mad,-0.625
1530,The transfers are very good.  ,1,5,good,0.7
1531,Very nice and relaxing late night viewing.  ,1,7,nice late night view,0.15
1532,The movie is full of wonderful dancing (hence the title!  ,1,10,movi full wonder danc henc,0.35
1533,") some great music, and terrific scenery.  ",1,7,great music terrif sceneri,0.8
1534,"It handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!  ",1,16,tough issu grace cours spoiler,-0.3888888888888889
1535,") a happy, wonderful, feel good ending!  ",1,7,happi wonder feel good end,0.7
1536,"The point is the journey, a journey that touches every member of the family.  ",1,14,point journey journey touch everi member famili,0.0
1537,It's one of the movies I need to see whenever it comes on TV...never mind the fact that I already have it memorized!  ,1,23,one movi need see whenev come tv never mind fact alreadi,0.0
1538,Nothing new there.  ,0,3,noth new,0.13636363636363635
1539,That was done in the second movie.  ,0,7,done second movi,0.0
1540,The movie has almost no action scenes in it and very little comedy.  ,0,13,movi almost action scene littl comedi,0.1
1541,The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.  ,0,20,plot hole pair direct edit,0.1
1542,What on earth is Irons doing in this film?  ,0,9,earth film,0.0
1543,I just saw this film and I recommend it.  ,1,9,saw film recommend,0.0
1544,"It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good.  ",1,26,good plot hold complet attent act superb tom wilkinson fantast emili watson also good,0.7999999999999999
1545,"A very good film indeed, about great and unconditional love.  ",1,10,good film inde great love,0.6666666666666666
1546,"Tom Wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.  ",1,45,tom wilkinson charact man prepar begin take matter hand stori great actor give perform make feel charact suffer,0.8
1547,"Emily Watson's character is very strong, and she has only to give a quick glance and you understand everything.  ",1,19,emili watson charact strong give quick glanc understand everyth,0.3833333333333333
1548,"Despite the pans of reviewers, I liked this movie.  ",1,9,despit like movi,0.0
1549,"In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise's attempt.  ",1,22,fact like better like better attempt,0.5
1550,"Aailiyah was pretty good as Akasha, in places compelling (her first entrance and mini dance scene).  ",1,16,pretti good place compel first mini danc scene,0.475
1551,"I'm a big fan of this series mostly due to Anne Rice's style, sensitivities and treatments.  ",1,16,big fan seri mostli due ann rice style,-0.0625
1552,I guess I liked the details of his dysfunction--he was believable.  ,1,11,guess like believ,0.0
1553,The football scenes at the end were perplexing.  ,0,8,scene end,0.0
1554,But I thought his acting was skilled.  ,1,7,thought act,0.0
1555,Meredith M was better than all right.  ,1,7,better right,0.39285714285714285
1556,A very charming film with wonderful sentiment and heart.  ,1,9,charm film wonder sentiment heart,0.0
1557,It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.  ,1,32,rare film take time tell moral tale care love fall trap overli indulg,0.26666666666666666
1558,Nine out of ten for a truly lovely film.  ,1,9,ten truli love film,0.25
1559,This early film from future goremeister Lucio Fulci is a very good addition to the giallo sub-genre.  ,1,17,earli film futur fulci good addit giallo sub genr,0.7
1560,This is one of the best Italian thrillers of the early 70's.  ,1,12,one best italian earli,0.5
1561,A standout scene.  ,1,3,scene,0.0
1562,This scene is very strong and unpleasant.  ,0,7,scene strong,0.4333333333333333
1563,"Technically, the film is well made with impressive camera-work, solid acting and effective music from Riz Ortolani  particularly good is a recurring unaccompanied female vocal that sounds like it's coming from a distant hill.  ",1,35,film well made impress camera work solid act effect music particularli good femal sound like come hill,0.3666666666666667
1564,It's still wild stuff though and is highly recommended to fans of giallo cinema.  ,1,14,still wild stuff though highli recommend fan giallo cinema,0.1
1565,The movie was very interesting from beginning to the end.  ,1,10,movi interest begin end,0.0
1566,I liked the way Dustin Hoffman's character was ready to do just about everything to stay with his son.  ,1,19,like way charact readi everyth stay son,0.0
1567,This movie is also revealing.  ,1,5,movi also reveal,0.0
1568,"Personally, I think it shows that people should learn to find a compromise them self without involving other people into issue.  ",1,21,person think show peopl learn find compromis self without peopl,0.0
1569,And it was boring.  ,0,4,bore,0.0
1570,"I am so tired of clichés that is just lazy writing, and here they come in thick and fast.  ",0,19,clich lazi write come thick fast,-0.05000000000000002
1571,PS the only scene in the movie that was cool is when the central character finds her room blown up.  ,1,20,p scene movi cool central charact find room blown,0.175
1572,"It's a fresh, subtle, and rather sublime effect.  ",1,8,fresh subtl rather sublim effect,0.3
1573,"An Italian reviewer called this ""a small, great film,"" and that's right.  ",1,12,italian review call small great film right,0.20892857142857144
1574,"All the actors give a wonderful performance, especially Jennifer Rubin as Jamie Harris, who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star.  ",1,34,actor give wonder perform especi jami begin strang event part cool star,0.35
1575,"You learn a lot about the real inside emotions of people in this movie, and a lot about the movie business itself.  ",1,22,learn lot real insid emot peopl movi lot movi busi,0.2
1576,"The movie in movie situations in the beginning and through the game that is played with her by the ""acting coach"" are fascinating.  ",1,23,movi movi situat begin game play act fascin,-0.4
1577,Also the music by Mark Snow is possibly the best score I've ever heard.  ,1,14,also music mark possibl best score ever heard,1.0
1578,You won't forget this movie!  ,1,5,forget movi,0.0
1579,Why was this film made?  ,0,5,film made,0.0
1580,The film has an ultra-cheap look to it.  ,0,8,film cheap look,0.4
1581,The result is a film that just don't look right.  ,0,10,result film look right,0.2857142857142857
1582,None of them are engaging or exciting.  ,0,7,none engag,0.0
1583,The plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.  ,0,17,plot nonsens interest slightest way,0.0
1584,The Foreigner is not worth one second of your time.  ,0,10,worth one second time,0.15
1585,"I saw it as a child on TV back in 1973, when it was ""The Stranger"" and I loved it.  ",1,20,saw child tv back love,0.25
1586,But the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the Cold War and the astronaut's biggest fear is that he has crashed in the USSR.  ,1,45,duet astronaut doctor begin movi perfect exchang one movi made well cold war astronaut biggest fear crash,0.2
1587,This movie is so awesome!  ,1,5,movi awesom,0.0
1588,"I loved it, it was really scary.  ",1,7,love realli scari,0.5
1589,I love the Scream movies and all horror movies and this one ranks way up there.  ,1,16,love movi horror movi one rank way,-0.15000000000000002
1590,If you want a real scare rent this one!  ,1,9,want real rent one,0.2
1591,This is an extraordinary film.  ,1,5,extraordinari film,0.0
1592,"As a courtroom drama, it's compelling, as an indictment on the American justice system, it's frightening.  ",1,16,courtroom drama compel american frighten,0.0
1593,"This film highlights the fundamental flaws of the legal process, that it's not about discovering guilt or innocence, but rather, is about who presents better in court.  ",1,27,film highlight flaw process discov rather present better court,0.25
1594,"The film is well paced, understated and one of the best courtroom documentaries I've seen.  ",1,15,film well pace underst one best courtroom documentari seen,1.0
1595,This mostly routine fact-based TV drama gets a boost from the fine performance by Cole.  ,1,15,mostli fact base tv drama get boost fine perform cole,-0.19166666666666668
1596,"Predictable, but not a bad watch.  ",1,6,predict bad watch,-0.6999999999999998
1597,It was clear that she had the range and ability to pull off this part.  ,1,15,clear rang abil pull part,0.10000000000000002
1598,She carries the movie well.  ,1,5,carri movi well,0.0
1599,Constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations.  ,1,18,give everyth right seem good understand underli psycholog,0.4928571428571428
1600,"It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.  ",1,20,wonder watch hope get releas video dvd,0.0
1601,"How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it's ALL wrong.  ",0,24,piec trash ever releas beyond act stori charact supposedli special effect etc wrong,-0.07142857142857142
1602,"In fact, this stinker smells like a direct-to-video release.  ",0,9,fact smell like video,0.0
1603,Avoid at ALL costs!  ,0,4,avoid cost,0.0
1604,Star Trek V The final Frontier is the worst in the series.  ,0,12,star v final worst seri,-0.5
1605,"The acting from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when Spock has to rescue Kirk on a jet pack when he falls down from a mountain.  ",0,53,act involv like bad make seem old look real life special effect like pack fall,-0.010714285714285676
1606,The attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a Vulcan stealing the Enterprise to find god (seriously) I just didn't care about any of this film and oh not to mention Uhura does a belly dance to distract male guards.  ,0,51,attempt piti stori aw bear think basic find god serious care film oh mention belli danc male,-0.1111111111111111
1607,The only place good for this film is in the garbage.  ,0,11,place good film garbag,0.7
1608,The worst one of the series.  ,0,6,worst one seri,-1.0
1609,Editing: The editing of this film was phenomenal in my opinion.  ,1,11,edit edit film phenomen opinion,0.0
1610,"When a song could explain the emotions of the subjects better, such as when Jay Adams' unfortunate life was a subject of talk, the song Old Man by Neil Young was played, which evokes many emotions.  ",1,36,song could explain emot better life talk song old man neil young play mani emot,0.2333333333333333
1611,Cinematography: The film was shot in an interesting way.  ,1,9,cinematographi film shot interest way,0.0
1612,"Of course the footage from the 70s was grainy, but that only enhanced the film.  ",1,15,cours footag film,0.0
1613,This film offers many delights and surprises.  ,1,7,film offer mani delight,0.0
1614,"When Achille and Philippa beautifully sing a duet from ""Don Giovanni"" that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.  ",1,28,beauti duet perfectli situat movi appreci subtl excel film,0.0
1615,The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.  ,1,23,stori unfold th centuri use period music play period one fine touch,0.4166666666666667
1616,You share General Loewenhielm's exquisite joy in his partaking of the Cailles en Sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.  ,1,34,share exquisit joy even though watch movi wish small sampl,0.275
1617,But this understated film leaves a lasting impression.  ,1,8,underst film leav last,0.0
1618,The warmth it generates is in contrast to its austere backdrop.  ,1,11,warmth contrast,0.0
1619,You will leave the theater wanting to go out and dance under the stars.  ,1,14,leav theater go danc star,0.0
1620,"The acting, as you'd expect from this cast, is top notch.  ",1,11,act expect cast top,0.5
1621,"The characters are fleshed out surprisingly well, particularly Grimes and Blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.  ",1,38,charact surprisingli well particularli actor deliv sharpli line right amount tongu cheek make dialogu hilari realist,0.2857142857142857
1622,"Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.  ",1,23,also turn good perform somewhat brief memor role play doctor quinn,0.35
1623,Conclusion - I loved it.  ,1,5,conclus love,0.5
1624,It's a long time since I was so entertained by a movie.  ,1,12,long time sinc movi,-0.05
1625,I struggle to find anything bad to say about it.  ,1,10,struggl find anyth bad say,-0.6999999999999998
1626,"Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.  ",1,34,mark word one cult film like evil dead peopl still discov fall love year line,-0.2333333333333333
1627,"It's pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.  ",1,29,pretti surpris wonder film made hollywood gener head sand black white issu time,-0.08333333333333333
1628,"The film deserves strong kudos for taking this stand, for having exceptional acting from its mostly lesser-known cast and for the super-intelligent script that doesn't insult the audience or take the easy way out when it comes to white racism.  ",1,40,film deserv strong take stand except act mostli lesser known cast super intellig script insult audienc take easi way come white racism,0.19166666666666665
1629,"Plus, with the movie's rather modest budget and fast running time, it does an amazing job!  ",1,16,plu movi rather modest budget fast run time amaz job,0.15000000000000002
1630,Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.  ,1,31,except actor play role mani film era proud black man accus white man south,0.21111111111111114
1631,Trumbull on I LOVE LUCY).  ,1,5,love luci,0.5
1632,See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.  ,1,28,see kid chanc open amaz dialog far race relat come last year,0.03333333333333333
1633,See both films if you can.  ,1,6,see film,0.0
1634,"It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella ""The Dead.  ",1,31,year howev remind u huston still top game adapt jame dead,-0.03333333333333335
1635,"Feelings, thoughts...Gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in Huston's portrayal.  ",1,20,thought discomfort danc life come within huston portray,0.0
1636,Very disappointed and wondered how it could be in the Oscar shortlist.  ,0,12,disappoint could oscar,0.0
1637,It's very slow.  ,0,3,slow,-0.30000000000000004
1638,Lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.  ,0,27,lot hole plot noth becam noth spend year childhood matur age,0.0
1639,) Don't waste your time.  ,0,5,wast time,0.0
1640,End of Days is one of the worst big-budget action movies I've ever seen.  ,0,14,end day one worst big budget action movi ever seen,-0.3
1641,He surely doesn't know how to make a coherent action movie from the screenwriter of Air Force One who was only obliged to write the script just for a big sum of money.  ,0,33,know make action movi screenwrit air one write script big sum money,0.05
1642,This was one of the worst films i have ever seen.  ,0,11,one worst film ever seen,-1.0
1643,I'm still trying to get over how bad it was.  ,0,10,still tri get bad,-0.6999999999999998
1644,This movie is possibly one of the most creative works of horror ever.  ,1,13,movi possibl one work horror ever,0.0
1645,"It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.  ",1,28,everyth could want suspens drama comedi confus american brain eat look end movi look,0.0
